CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 11, 37, 39.01, 41.25, 41.46
1, 032, 000, 37, 9, 37, 40.55, 47.60, 47.84
2, 064, 000, 37, 8, 24, 39.51, 47.59, 48.39
3, 096, 000, 37, 7, 24, 38.86, 46.03, 45.40
4, 128, 000, 37, 7, 55, 37.06, 45.23, 45.41
5, 160, 000, 37, 6, 81, 37.08, 42.78, 45.64
6, 192, 000, 37, 26, 67, 36.98, 44.68, 45.32
7, 224, 000, 37, 16, 48, 37.18, 43.23, 45.39
8, 256, 000, 37, 4, 21, 40.74, 47.16, 47.29
9, 288, 000, 37, 5, 42, 38.15, 45.40, 44.94
10, 320, 000, 37, 5, 14, 39.83, 48.61, 46.16
11, 352, 000, 37, 4, 19, 40.73, 47.53, 44.39
12, 384, 000, 0, 4, 0, 37.24, 47.50, 43.10
13, 416, 000, 0, 1, 0, 36.56, 46.48, 46.24
14, 448, 000, 0, 2, 0, 40.13, 45.93, 48.29
15, 480, 000, 0, 1, 0, 39.20, 46.75, 47.04
16, 512, 000, 0, 1, 0, 38.27, 47.27, 48.75
17, 544, 000, 0, 1, 0, 37.21, 45.30, 45.53
18, 576, 000, 37, 6, 9, 39.75, 47.43, 47.31
19, 608, 000, 37, 3, 27, 40.44, 45.35, 44.60
20, 640, 000, 37, 4, 21, 40.12, 47.01, 46.27
21, 672, 000, 37, 3, 24, 41.02, 47.87, 48.11
22, 704, 000, 0, 3, 0, 38.95, 48.08, 47.82
23, 736, 000, 0, 1, 0, 40.23, 47.47, 47.88
24, 768, 000, 0, 1, 0, 38.78, 48.39, 48.39
25, 800, 000, 0, 0, 0, 39.51, 48.79, 46.80
26, 832, 000, 37, 5, 8, 40.11, 48.25, 45.91
27, 864, 000, 0, 21, 0, 38.79, 47.16, 47.50
28, 896, 000, 37, 34, 0, 38.92, 44.67, 44.58
29, 928, 000, 0, 2, 0, 41.01, 47.93, 47.82
30, 960, 000, 0, 1, 0, 39.42, 47.04, 47.20
31, 992, 000, 0, 1, 0, 40.33, 47.79, 47.20
32, 1024, 000, 0, 1, 0, 39.39, 47.74, 48.03
33, 1056, 000, 0, 1, 0, 39.66, 47.93, 47.53
34, 1088, 000, 0, 1, 0, 37.37, 41.24, 41.72
35, 1120, 000, 0, 1, 0, 38.14, 48.29, 49.68
36, 1152, 000, 0, 1, 0, 37.88, 48.89, 49.64
37, 1184, 000, 0, 0, 0, 35.75, 41.94, 44.08
38, 1216, 000, 0, 6, 0, 38.88, 49.31, 48.95
39, 1248, 000, 0, 1, 0, 37.83, 48.43, 48.11
40, 1280, 000, 37, 6, 8, 40.23, 48.58, 48.25
41, 1312, 000, 37, 3, 14, 40.73, 48.60, 48.45
42, 1344, 000, 37, 3, 16, 39.96, 47.74, 47.87
43, 1376, 000, 37, 19, 0, 38.56, 43.11, 42.37
44, 1408, 000, 0, 3, 0, 37.11, 48.03, 46.99
45, 1440, 000, 0, 12, 0, 37.71, 47.87, 47.54
46, 1472, 000, 0, 2, 0, 36.42, 47.46, 45.04
47, 1504, 000, 0, 10, 0, 39.15, 48.03, 47.03
