CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 7, 5, 38.61, 44.82, 45.22
1, 032, 000, 37, 9, 24, 40.87, 46.85, 48.71
2, 064, 000, 37, 7, 17, 40.00, 47.92, 45.89
3, 096, 000, 37, 8, 32, 39.34, 47.26, 44.54
4, 128, 000, 37, 7, 27, 38.37, 45.46, 44.61
5, 160, 000, 37, 7, 29, 39.76, 46.19, 46.54
6, 192, 000, 37, 6, 24, 40.82, 45.97, 48.32
7, 224, 000, 37, 5, 16, 39.33, 47.31, 48.67
8, 256, 000, 37, 4, 9, 39.95, 48.34, 46.12
9, 288, 000, 0, 3, 0, 41.47, 47.93, 44.95
10, 320, 000, 0, 2, 0, 38.52, 46.64, 43.84
11, 352, 000, 0, 1, 0, 39.61, 45.78, 48.00
12, 384, 000, 37, 7, 15, 39.81, 47.13, 44.18
13, 416, 000, 0, 3, 0, 37.70, 44.34, 46.95
14, 448, 000, 37, 6, 12, 39.82, 45.59, 44.15
15, 480, 000, 37, 19, 1, 39.56, 47.08, 46.14
16, 512, 000, 0, 2, 0, 41.18, 48.77, 49.25
17, 544, 000, 0, 6, 0, 41.30, 48.38, 44.34
18, 576, 000, 0, 1, 0, 39.18, 48.10, 48.08
19, 608, 000, 0, 1, 0, 39.99, 48.69, 48.08
20, 640, 000, 0, 1, 0, 39.57, 48.89, 48.32
21, 672, 000, 37, 6, 9, 39.96, 48.03, 48.36
22, 704, 000, 0, 2, 0, 39.72, 48.85, 48.50
23, 736, 000, 37, 6, 38, 38.96, 44.62, 43.77
24, 768, 000, 37, 5, 13, 41.30, 47.15, 47.37
25, 800, 000, 37, 4, 13, 40.82, 47.84, 46.69
26, 832, 000, 37, 5, 8, 40.41, 48.00, 46.72
27, 864, 000, 37, 3, 14, 40.20, 48.61, 47.49
28, 896, 000, 37, 3, 11, 40.19, 48.16, 48.27
29, 928, 000, 37, 26, 0, 38.92, 44.25, 42.36
30, 960, 000, 37, 12, 6, 37.49, 48.45, 47.29
31, 992, 000, 0, 3, 0, 38.21, 48.23, 49.36
32, 1024, 000, 37, 11, 17, 38.32, 45.79, 44.01
33, 1056, 000, 0, 2, 0, 40.11, 48.73, 48.85
34, 1088, 000, 0, 1, 0, 38.27, 48.34, 47.27
35, 1120, 000, 0, 1, 0, 39.80, 48.60, 48.79
36, 1152, 000, 0, 1, 0, 40.02, 48.65, 48.91
37, 1184, 000, 0, 1, 0, 40.06, 46.07, 47.80
38, 1216, 000, 37, 10, 1, 39.09, 43.16, 43.04
39, 1248, 000, 0, 2, 0, 39.36, 47.68, 47.26
40, 1280, 000, 0, 1, 0, 39.02, 48.34, 48.01
41, 1312, 000, 0, 0, 0, 38.02, 48.10, 46.94
42, 1344, 000, 0, 1, 0, 38.28, 48.41, 48.08
43, 1376, 000, 0, 1, 0, 38.56, 46.66, 46.29
44, 1408, 000, 0, 5, 0, 38.74, 46.07, 46.80
45, 1440, 000, 37, 21, 0, 39.55, 45.17, 46.37
46, 1472, 000, 0, 2, 0, 38.25, 45.56, 45.44
47, 1504, 000, 0, 1, 0, 38.37, 44.20, 46.61
48, 1536, 000, 0, 1, 0, 38.65, 43.34, 43.08
49, 1568, 000, 0, 0, 0, 37.91, 38.13, 40.20
50, 1600, 000, 0, 1, 0, 38.64, 42.38, 39.84
51, 1632, 000, 0, 0, 0, 38.79, 45.06, 43.62
52, 1664, 000, 37, 5, 26, 38.79, 46.80, 46.07
53, 1696, 000, 0, 9, 0, 36.59, 44.00, 41.74
54, 1728, 000, 37, 6, 12, 40.56, 48.18, 45.87
55, 1760, 000, 0, 1, 0, 39.19, 47.71, 44.30
56, 1792, 000, 0, 1, 0, 39.74, 46.64, 45.61
57, 1824, 000, 0, 1, 0, 40.36, 45.55, 44.32
58, 1856, 000, 0, 0, 0, 39.33, 48.27, 49.05
59, 1888, 000, 0, 1, 0, 36.54, 47.40, 48.18
60, 000, 032, 37, 11, 15, 40.91, 44.47, 49.99
61, 032, 032, 37, 20, 17, 39.90, 46.30, 47.96
62, 064, 032, 37, 3, 17, 39.74, 47.29, 46.69
63, 096, 032, 37, 3, 32, 39.35, 47.37, 45.49
64, 128, 032, 37, 4, 39, 39.40, 45.52, 46.13
65, 160, 032, 37, 16, 15, 39.14, 47.54, 46.13
66, 192, 032, 37, 27, 1, 40.14, 46.64, 46.38
67, 224, 032, 37, 2, 29, 38.10, 47.24, 48.05
68, 256, 032, 37, 2, 19, 39.98, 46.70, 47.80
69, 288, 032, 37, 4, 12, 40.81, 46.76, 46.52
70, 320, 032, 37, 4, 13, 40.25, 45.63, 46.50
71, 352, 032, 37, 4, 3, 40.49, 45.58, 49.36
72, 384, 032, 37, 2, 16, 39.10, 45.94, 44.40
73, 416, 032, 37, 3, 14, 39.95, 47.46, 46.36
74, 448, 032, 0, 2, 0, 38.85, 44.51, 45.41
75, 480, 032, 0, 1, 0, 39.37, 47.92, 46.04
76, 512, 032, 0, 1, 0, 40.73, 49.05, 47.27
77, 544, 032, 0, 5, 0, 39.53, 49.57, 46.94
78, 576, 032, 0, 1, 0, 37.68, 48.22, 47.12
79, 608, 032, 0, 0, 0, 40.11, 48.36, 48.01
80, 640, 032, 0, 1, 0, 40.91, 48.05, 48.50
81, 672, 032, 37, 4, 7, 40.49, 47.71, 48.13
82, 704, 032, 37, 4, 6, 40.31, 49.03, 50.37
83, 736, 032, 37, 3, 17, 39.16, 45.31, 44.05
