CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 19, 26, 34.37, 37.12, 34.92
1, 032, 000, 37, 13, 145, 33.50, 40.81, 37.32
2, 064, 000, 37, 18, 93, 32.17, 38.39, 39.38
3, 096, 000, 37, 4, 29, 35.88, 47.01, 47.08
4, 128, 000, 37, 20, 1, 36.12, 46.50, 47.27
5, 160, 000, 0, 18, 0, 37.09, 46.80, 48.32
6, 192, 000, 37, 13, 37, 35.26, 41.43, 43.36
7, 224, 000, 0, 3, 0, 34.10, 42.75, 41.31
8, 256, 000, 37, 13, 18, 36.68, 44.74, 44.80
9, 288, 000, 37, 17, 1, 36.95, 45.07, 38.86
10, 320, 000, 0, 3, 0, 33.57, 42.93, 39.39
11, 352, 000, 0, 1, 0, 38.54, 45.72, 46.52
12, 384, 000, 0, 2, 0, 36.69, 45.78, 45.63
13, 416, 000, 0, 2, 0, 36.59, 45.05, 46.03
14, 448, 000, 0, 1, 0, 38.54, 45.50, 46.31
15, 480, 000, 0, 2, 0, 38.14, 45.17, 46.10
16, 512, 000, 0, 1, 0, 38.18, 45.68, 46.10
17, 544, 000, 0, 1, 0, 38.96, 45.55, 45.94
18, 576, 000, 37, 11, 0, 37.58, 43.01, 46.03
19, 608, 000, 0, 2, 0, 37.42, 44.31, 45.23
20, 640, 000, 0, 1, 0, 36.91, 43.69, 44.93
21, 672, 000, 0, 2, 0, 36.28, 43.45, 44.13
22, 704, 000, 0, 1, 0, 36.27, 44.56, 45.70
23, 736, 000, 0, 1, 0, 37.59, 46.31, 47.24
24, 768, 000, 0, 1, 0, 38.20, 46.21, 46.11
25, 800, 000, 0, 1, 0, 39.50, 46.65, 46.17
26, 832, 000, 0, 0, 0, 38.41, 44.00, 44.21
27, 864, 000, 0, 1, 0, 36.15, 46.29, 44.57
28, 896, 000, 0, 1, 0, 37.76, 43.95, 45.45
29, 928, 000, 0, 1, 0, 37.31, 45.19, 43.84
30, 960, 000, 0, 0, 0, 39.16, 45.85, 43.29
31, 992, 000, 0, 1, 0, 38.96, 47.90, 43.85
32, 1024, 000, 0, 0, 0, 39.95, 44.26, 42.66
33, 1056, 000, 0, 1, 0, 39.77, 46.40, 45.72
34, 1088, 000, 0, 6, 0, 40.26, 46.23, 45.52
35, 1120, 000, 0, 1, 0, 38.28, 44.74, 42.86
36, 1152, 000, 37, 17, 0, 40.62, 46.48, 45.39
37, 1184, 000, 0, 2, 0, 35.63, 43.05, 42.39
38, 1216, 000, 0, 0, 0, 39.43, 45.54, 45.10
39, 1248, 000, 0, 1, 0, 39.91, 44.94, 44.84
40, 1280, 000, 0, 0, 0, 39.79, 45.50, 46.29
41, 1312, 000, 0, 1, 0, 39.58, 44.76, 46.24
42, 1344, 000, 37, 11, 0, 39.30, 41.14, 45.67
43, 1376, 000, 0, 2, 0, 35.20, 41.82, 41.53
44, 1408, 000, 0, 0, 0, 35.69, 46.84, 48.48
45, 1440, 000, 0, 1, 0, 37.69, 47.09, 48.99
46, 1472, 000, 0, 0, 0, 35.05, 38.93, 43.85
47, 1504, 000, 0, 1, 0, 38.60, 45.64, 45.77
48, 1536, 000, 0, 0, 0, 40.07, 46.75, 46.76
49, 1568, 000, 0, 0, 0, 39.61, 45.60, 45.56
50, 1600, 000, 0, 1, 0, 37.84, 44.05, 45.00
51, 1632, 000, 37, 9, 1, 38.60, 46.29, 44.77
52, 1664, 000, 0, 1, 0, 37.71, 46.14, 47.43
53, 1696, 000, 37, 9, 0, 37.95, 42.72, 40.80
54, 1728, 000, 0, 2, 0, 37.25, 46.04, 44.73
55, 1760, 000, 0, 0, 0, 37.85, 47.44, 44.71
56, 1792, 000, 0, 1, 0, 36.85, 45.92, 44.53
57, 1824, 000, 0, 0, 0, 35.66, 44.37, 44.40
58, 1856, 000, 0, 6, 0, 34.35, 43.69, 43.94
59, 1888, 000, 37, 9, 35, 35.21, 44.14, 43.89
60, 000, 032, 37, 14, 72, 37.37, 40.47, 41.31
61, 032, 032, 37, 10, 39, 36.39, 40.78, 39.54
62, 064, 032, 37, 8, 30, 32.72, 39.39, 35.92
63, 096, 032, 37, 7, 20, 32.88, 38.38, 39.11
64, 128, 032, 0, 1, 0, 32.76, 40.70, 42.65
65, 160, 032, 37, 9, 29, 36.95, 44.48, 46.81
66, 192, 032, 37, 6, 60, 36.08, 41.08, 43.41
67, 224, 032, 37, 6, 29, 36.31, 44.37, 42.84
68, 256, 032, 37, 5, 17, 37.49, 44.61, 45.75
69, 288, 032, 37, 4, 22, 34.95, 43.00, 41.67
70, 320, 032, 0, 0, 0, 37.71, 47.36, 48.36
71, 352, 032, 0, 1, 0, 37.36, 45.89, 46.26
72, 384, 032, 0, 0, 0, 34.74, 45.24, 45.60
73, 416, 032, 37, 11, 33, 34.07, 43.63, 45.65
74, 448, 032, 0, 0, 0, 34.22, 42.30, 44.30
75, 480, 032, 0, 1, 0, 34.61, 42.51, 43.68
76, 512, 032, 37, 9, 16, 33.68, 43.63, 42.49
77, 544, 032, 0, 7, 0, 37.61, 43.89, 44.46
78, 576, 032, 0, 1, 0, 35.03, 42.90, 43.96
79, 608, 032, 37, 7, 23, 37.44, 43.79, 45.71
80, 640, 032, 0, 0, 0, 36.30, 43.88, 43.00
81, 672, 032, 0, 1, 0, 36.91, 43.29, 43.77
82, 704, 032, 0, 1, 0, 35.21, 42.20, 45.39
83, 736, 032, 0, 0, 0, 36.50, 44.91, 47.24
84, 768, 032, 0, 1, 0, 39.08, 48.36, 46.32
85, 800, 032, 0, 0, 0, 38.10, 47.36, 47.26
86, 832, 032, 0, 1, 0, 37.29, 44.02, 44.38
87, 864, 032, 0, 0, 0, 35.38, 43.35, 44.44
88, 896, 032, 0, 1, 0, 36.08, 44.51, 42.19
89, 928, 032, 0, 0, 0, 36.40, 45.07, 44.14
90, 960, 032, 0, 1, 0, 39.76, 46.36, 45.65
91, 992, 032, 0, 0, 0, 39.03, 46.72, 44.49
92, 1024, 032, 0, 1, 0, 39.88, 46.09, 47.47
93, 1056, 032, 0, 0, 0, 39.58, 46.34, 44.40
94, 1088, 032, 0, 0, 0, 39.64, 46.67, 45.70
95, 1120, 032, 0, 1, 0, 40.23, 45.13, 42.94
96, 1152, 032, 0, 6, 0, 39.42, 45.67, 47.54
97, 1184, 032, 0, 0, 0, 35.69, 43.66, 43.80
98, 1216, 032, 0, 0, 0, 38.57, 45.35, 47.04
99, 1248, 032, 0, 1, 0, 39.27, 46.07, 45.21
100, 1280, 032, 0, 0, 0, 38.90, 45.29, 46.69
101, 1312, 032, 0, 0, 0, 38.07, 45.86, 45.63
102, 1344, 032, 0, 6, 0, 38.75, 38.30, 42.77
103, 1376, 032, 0, 0, 0, 35.15, 41.63, 45.00
104, 1408, 032, 0, 27, 0, 32.71, 46.96, 45.23
105, 1440, 032, 37, 19, 1, 36.54, 46.98, 46.07
106, 1472, 032, 0, 0, 0, 35.27, 39.97, 44.84
107, 1504, 032, 0, 5, 0, 37.14, 46.19, 45.28
108, 1536, 032, 0, 1, 0, 38.51, 45.61, 45.00
109, 1568, 032, 0, 1, 0, 37.39, 45.76, 44.20
110, 1600, 032, 0, 4, 0, 34.87, 44.51, 43.10
111, 1632, 032, 37, 8, 13, 38.71, 46.60, 44.63
112, 1664, 032, 0, 4, 0, 37.14, 44.91, 46.15
113, 1696, 032, 0, 1, 0, 35.57, 45.09, 43.10
114, 1728, 032, 0, 1, 0, 36.06, 45.40, 43.40
115, 1760, 032, 37, 8, 20, 37.95, 45.61, 44.39
116, 1792, 032, 37, 6, 14, 37.80, 45.05, 44.21
117, 1824, 032, 37, 6, 5, 37.23, 45.80, 44.63
118, 1856, 032, 0, 23, 0, 36.97, 44.81, 43.73
119, 1888, 032, 0, 1, 0, 34.53, 42.95, 43.81
120, 000, 064, 37, 16, 1, 37.65, 39.66, 41.74
121, 032, 064, 0, 2, 0, 37.12, 41.35, 42.64
122, 064, 064, 37, 10, 0, 37.84, 43.14, 43.12
123, 096, 064, 37, 9, 42, 34.21, 39.48, 35.72
124, 128, 064, 0, 5, 0, 32.17, 41.09, 34.28
125, 160, 064, 37, 8, 25, 33.72, 42.62, 40.82
126, 192, 064, 37, 46, 127, 34.01, 40.37, 40.78
127, 224, 064, 37, 4, 89, 35.61, 41.57, 44.73
128, 256, 064, 37, 3, 48, 36.99, 41.32, 42.24
129, 288, 064, 37, 3, 33, 38.02, 44.52, 47.50
130, 320, 064, 0, 1, 0, 36.48, 44.58, 44.83
131, 352, 064, 0, 1, 0, 38.13, 45.50, 46.72
132, 384, 064, 0, 1, 0, 38.00, 45.12, 46.69
133, 416, 064, 0, 1, 0, 37.13, 44.21, 47.37
134, 448, 064, 0, 1, 0, 37.17, 43.04, 46.85
135, 480, 064, 0, 0, 0, 36.40, 43.62, 46.91
136, 512, 064, 0, 6, 0, 37.54, 44.91, 45.41
137, 544, 064, 0, 0, 0, 38.40, 44.87, 44.10
138, 576, 064, 0, 1, 0, 36.85, 43.69, 43.37
139, 608, 064, 37, 6, 15, 37.62, 44.06, 45.74
140, 640, 064, 0, 1, 0, 34.40, 43.79, 42.94
141, 672, 064, 0, 0, 0, 34.63, 43.46, 43.34
142, 704, 064, 0, 1, 0, 35.17, 45.33, 45.90
143, 736, 064, 0, 1, 0, 37.05, 44.56, 44.33
144, 768, 064, 0, 0, 0, 36.90, 48.15, 45.35
145, 800, 064, 0, 1, 0, 37.93, 47.93, 46.30
146, 832, 064, 0, 0, 0, 37.14, 44.40, 43.71
147, 864, 064, 0, 0, 0, 39.86, 43.82, 46.38
148, 896, 064, 37, 7, 33, 39.83, 45.21, 43.78
149, 928, 064, 0, 1, 0, 36.12, 44.28, 45.01
150, 960, 064, 0, 1, 0, 38.48, 45.97, 45.28
151, 992, 064, 0, 0, 0, 38.43, 46.90, 45.86
152, 1024, 064, 0, 1, 0, 39.01, 46.26, 44.41
153, 1056, 064, 0, 0, 0, 38.46, 46.99, 47.34
154, 1088, 064, 0, 0, 0, 38.80, 47.13, 47.82
155, 1120, 064, 0, 1, 0, 38.81, 46.16, 44.87
156, 1152, 064, 0, 0, 0, 37.56, 47.09, 48.34
157, 1184, 064, 37, 7, 40, 38.14, 44.04, 44.27
158, 1216, 064, 0, 1, 0, 38.45, 43.74, 45.06
159, 1248, 064, 0, 0, 0, 38.62, 44.62, 43.74
160, 1280, 064, 0, 1, 0, 38.01, 45.36, 46.23
161, 1312, 064, 0, 0, 0, 36.17, 45.16, 44.14
162, 1344, 064, 0, 0, 0, 35.96, 38.58, 42.11
163, 1376, 064, 0, 6, 0, 35.38, 42.54, 44.04
164, 1408, 064, 37, 6, 49, 37.45, 45.48, 43.94
165, 1440, 064, 0, 2, 0, 35.03, 44.52, 46.36
166, 1472, 064, 0, 1, 0, 36.43, 42.65, 45.23
167, 1504, 064, 37, 6, 16, 38.36, 45.69, 44.99
168, 1536, 064, 0, 1, 0, 35.72, 45.85, 45.04
169, 1568, 064, 0, 4, 0, 37.23, 44.54, 45.73
170, 1600, 064, 0, 1, 0, 33.25, 43.87, 42.51
171, 1632, 064, 0, 4, 0, 32.79, 44.59, 41.01
172, 1664, 064, 0, 1, 0, 32.48, 42.61, 40.31
173, 1696, 064, 37, 11, 1, 33.20, 39.17, 38.65
174, 1728, 064, 37, 10, 35, 35.23, 40.79, 39.25
175, 1760, 064, 37, 30, 6, 33.36, 41.18, 38.99
176, 1792, 064, 0, 49, 0, 34.16, 41.99, 40.07
177, 1824, 064, 37, 15, 18, 34.92, 42.59, 39.95
178, 1856, 064, 0, 2, 0, 34.16, 41.46, 38.28
179, 1888, 064, 37, 23, 47, 34.09, 40.65, 38.09
180, 000, 096, 0, 7, 0, 39.48, 40.96, 43.94
181, 032, 096, 0, 1, 0, 39.27, 44.35, 47.37
182, 064, 096, 0, 4, 0, 38.60, 40.30, 43.52
183, 096, 096, 37, 10, 37, 38.08, 40.31, 41.72
184, 128, 096, 37, 5, 31, 38.58, 43.02, 43.41
185, 160, 096, 0, 6, 0, 35.30, 41.39, 40.06
186, 192, 096, 37, 11, 93, 31.02, 40.01, 36.33
187, 224, 096, 0, 2, 0, 29.93, 40.98, 40.69
188, 256, 096, 37, 12, 22, 34.53, 41.58, 40.25
189, 288, 096, 37, 7, 23, 34.42, 42.71, 44.52
190, 320, 096, 0, 26, 0, 34.43, 42.56, 42.23
191, 352, 096, 37, 9, 1, 35.28, 43.49, 43.57
