CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 69, 114, 31.49, 38.18, 39.34
1, 032, 000, 37, 8, 83, 36.45, 41.88, 43.00
2, 064, 000, 37, 22, 7, 37.04, 46.80, 46.31
3, 096, 000, 37, 7, 15, 39.04, 47.00, 48.73
4, 128, 000, 37, 7, 40, 36.51, 44.65, 48.61
5, 160, 000, 37, 18, 7, 35.61, 42.43, 43.30
6, 192, 000, 0, 3, 0, 37.26, 44.95, 43.83
7, 224, 000, 0, 2, 0, 37.46, 44.28, 40.92
8, 256, 000, 0, 2, 0, 36.21, 42.91, 42.34
9, 288, 000, 0, 2, 0, 38.71, 46.46, 46.05
10, 320, 000, 0, 2, 0, 39.14, 47.96, 46.91
11, 352, 000, 0, 1, 0, 38.10, 46.98, 46.94
12, 384, 000, 0, 2, 0, 38.61, 46.44, 47.27
13, 416, 000, 0, 1, 0, 39.19, 46.55, 47.60
14, 448, 000, 0, 1, 0, 39.33, 45.70, 46.91
15, 480, 000, 0, 2, 0, 39.02, 46.51, 46.54
16, 512, 000, 0, 1, 0, 39.73, 44.83, 46.50
17, 544, 000, 37, 14, 0, 38.13, 44.26, 47.44
18, 576, 000, 0, 3, 0, 38.51, 44.79, 44.34
19, 608, 000, 0, 1, 0, 39.35, 44.27, 45.81
20, 640, 000, 0, 1, 0, 37.72, 44.65, 46.34
21, 672, 000, 0, 1, 0, 38.05, 46.31, 46.59
22, 704, 000, 0, 1, 0, 39.72, 46.89, 46.90
23, 736, 000, 0, 1, 0, 39.98, 47.53, 46.75
24, 768, 000, 0, 0, 0, 40.17, 44.34, 44.28
25, 800, 000, 0, 1, 0, 39.65, 47.26, 47.07
26, 832, 000, 0, 1, 0, 37.25, 45.18, 45.12
27, 864, 000, 0, 1, 0, 38.73, 47.57, 44.69
28, 896, 000, 0, 0, 0, 38.46, 45.70, 43.25
29, 928, 000, 0, 1, 0, 40.01, 48.03, 46.65
30, 960, 000, 0, 1, 0, 40.47, 47.95, 46.18
31, 992, 000, 0, 6, 0, 40.22, 46.65, 45.44
32, 1024, 000, 0, 0, 0, 39.85, 47.59, 46.52
33, 1056, 000, 37, 8, 9, 39.91, 47.71, 45.40
34, 1088, 000, 0, 1, 0, 38.70, 45.78, 43.45
35, 1120, 000, 37, 27, 1, 39.10, 43.69, 44.76
36, 1152, 000, 37, 9, 1, 38.88, 44.10, 45.18
37, 1184, 000, 0, 1, 0, 39.39, 46.29, 44.89
38, 1216, 000, 0, 1, 0, 39.95, 46.78, 46.40
39, 1248, 000, 0, 1, 0, 38.59, 45.89, 46.40
40, 1280, 000, 0, 0, 0, 38.54, 47.23, 46.36
41, 1312, 000, 0, 1, 0, 37.08, 39.00, 44.25
42, 1344, 000, 37, 11, 22, 37.34, 44.49, 43.36
43, 1376, 000, 0, 1, 0, 35.29, 47.53, 50.60
44, 1408, 000, 0, 1, 0, 34.11, 42.10, 47.01
45, 1440, 000, 0, 0, 0, 38.63, 42.72, 46.52
46, 1472, 000, 0, 1, 0, 38.40, 47.31, 48.73
47, 1504, 000, 0, 0, 0, 37.91, 45.74, 46.50
48, 1536, 000, 0, 1, 0, 38.43, 45.64, 46.61
49, 1568, 000, 0, 0, 0, 39.33, 45.99, 46.13
50, 1600, 000, 0, 1, 0, 38.53, 44.62, 45.95
51, 1632, 000, 0, 0, 0, 37.84, 43.87, 39.47
52, 1664, 000, 0, 1, 0, 38.86, 46.10, 43.37
53, 1696, 000, 0, 20, 0, 37.66, 44.07, 44.09
54, 1728, 000, 0, 7, 0, 35.77, 46.29, 45.13
55, 1760, 000, 0, 0, 0, 34.53, 45.53, 44.55
56, 1792, 000, 0, 22, 0, 33.05, 45.88, 44.19
57, 1824, 000, 0, 6, 0, 33.31, 45.16, 43.22
58, 1856, 000, 37, 8, 19, 36.80, 44.41, 44.24
59, 1888, 000, 37, 5, 63, 38.72, 42.20, 44.40
60, 000, 032, 37, 48, 129, 34.28, 37.68, 36.82
61, 032, 032, 37, 10, 166, 35.09, 39.82, 38.30
62, 064, 032, 37, 11, 34, 33.60, 40.49, 41.14
63, 096, 032, 0, 3, 0, 35.51, 43.75, 45.22
64, 128, 032, 37, 6, 26, 36.62, 47.12, 46.07
65, 160, 032, 0, 2, 0, 35.47, 44.19, 43.84
66, 192, 032, 37, 10, 1, 38.00, 45.88, 46.52
67, 224, 032, 37, 12, 0, 36.84, 42.47, 39.59
68, 256, 032, 0, 6, 0, 38.92, 43.66, 44.03
69, 288, 032, 0, 1, 0, 38.30, 46.89, 46.26
70, 320, 032, 37, 13, 0, 37.08, 46.53, 47.15
71, 352, 032, 0, 1, 0, 36.18, 44.78, 45.73
72, 384, 032, 37, 11, 9, 35.85, 43.74, 45.00
73, 416, 032, 0, 1, 0, 36.06, 42.63, 44.81
74, 448, 032, 37, 6, 80, 36.34, 42.60, 43.54
75, 480, 032, 0, 1, 0, 35.88, 44.26, 44.28
76, 512, 032, 0, 0, 0, 38.85, 44.13, 42.88
77, 544, 032, 0, 5, 0, 38.09, 45.26, 44.67
78, 576, 032, 0, 1, 0, 38.14, 44.59, 43.79
79, 608, 032, 0, 1, 0, 39.03, 43.52, 43.88
80, 640, 032, 0, 1, 0, 37.07, 43.36, 46.90
81, 672, 032, 0, 0, 0, 37.01, 42.97, 47.66
82, 704, 032, 0, 1, 0, 39.89, 48.75, 46.76
83, 736, 032, 0, 1, 0, 39.48, 48.22, 46.72
84, 768, 032, 0, 0, 0, 39.25, 47.31, 44.79
85, 800, 032, 0, 1, 0, 37.64, 44.35, 47.24
86, 832, 032, 0, 0, 0, 36.29, 43.39, 42.07
87, 864, 032, 0, 1, 0, 37.95, 46.58, 47.57
88, 896, 032, 0, 0, 0, 39.50, 45.04, 44.95
89, 928, 032, 0, 1, 0, 40.82, 46.39, 48.08
90, 960, 032, 0, 0, 0, 40.43, 45.67, 45.69
91, 992, 032, 0, 1, 0, 39.80, 46.25, 45.21
