CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 19, 25, 35.77, 38.01, 38.35
1, 032, 000, 37, 18, 0, 35.44, 38.56, 38.82
2, 064, 000, 37, 9, 67, 31.66, 40.27, 37.58
3, 096, 000, 37, 4, 68, 31.64, 41.13, 40.33
4, 128, 000, 0, 3, 0, 32.91, 45.69, 45.77
5, 160, 000, 37, 11, 79, 35.78, 45.22, 47.60
6, 192, 000, 37, 16, 7, 36.00, 45.00, 47.95
7, 224, 000, 0, 3, 0, 32.73, 39.33, 40.32
8, 256, 000, 37, 9, 31, 35.89, 42.78, 40.29
9, 288, 000, 0, 2, 0, 35.85, 45.80, 41.25
10, 320, 000, 0, 2, 0, 33.41, 44.35, 37.58
11, 352, 000, 0, 2, 0, 34.19, 42.44, 42.27
12, 384, 000, 0, 1, 0, 37.73, 46.01, 45.71
13, 416, 000, 0, 2, 0, 35.83, 44.47, 45.14
14, 448, 000, 0, 1, 0, 36.46, 44.95, 45.03
15, 480, 000, 0, 1, 0, 38.14, 45.24, 44.83
16, 512, 000, 0, 1, 0, 37.28, 44.48, 46.17
17, 544, 000, 0, 1, 0, 37.26, 44.62, 45.15
18, 576, 000, 0, 2, 0, 39.36, 44.33, 46.10
19, 608, 000, 0, 1, 0, 34.03, 42.53, 44.02
20, 640, 000, 0, 0, 0, 37.20, 43.10, 44.56
21, 672, 000, 0, 1, 0, 37.91, 43.69, 44.87
22, 704, 000, 0, 1, 0, 35.01, 43.37, 44.57
23, 736, 000, 0, 1, 0, 38.22, 44.99, 45.00
24, 768, 000, 0, 1, 0, 38.12, 44.94, 46.27
25, 800, 000, 0, 0, 0, 37.75, 47.77, 45.02
26, 832, 000, 0, 1, 0, 38.23, 44.54, 44.15
27, 864, 000, 0, 0, 0, 38.16, 46.65, 45.62
28, 896, 000, 0, 1, 0, 34.28, 43.79, 44.11
29, 928, 000, 0, 1, 0, 37.44, 46.59, 43.29
30, 960, 000, 0, 0, 0, 37.82, 44.83, 42.91
31, 992, 000, 0, 1, 0, 38.27, 46.71, 44.95
32, 1024, 000, 0, 0, 0, 38.31, 46.04, 44.51
33, 1056, 000, 0, 1, 0, 39.11, 44.26, 42.11
34, 1088, 000, 0, 0, 0, 39.00, 46.00, 45.06
35, 1120, 000, 0, 0, 0, 39.18, 47.11, 44.86
36, 1152, 000, 0, 1, 0, 38.06, 44.38, 42.40
37, 1184, 000, 0, 0, 0, 37.50, 43.47, 44.19
38, 1216, 000, 37, 12, 18, 39.78, 41.52, 42.89
39, 1248, 000, 0, 1, 0, 38.52, 44.18, 44.85
40, 1280, 000, 0, 1, 0, 39.53, 44.83, 44.40
41, 1312, 000, 0, 0, 0, 38.64, 43.92, 44.69
42, 1344, 000, 0, 1, 0, 38.34, 45.23, 46.04
43, 1376, 000, 37, 11, 20, 38.96, 39.48, 43.60
44, 1408, 000, 0, 1, 0, 34.39, 43.60, 41.90
45, 1440, 000, 0, 0, 0, 35.40, 45.72, 48.36
46, 1472, 000, 0, 1, 0, 35.52, 44.21, 47.65
47, 1504, 000, 0, 0, 0, 34.15, 38.19, 43.01
48, 1536, 000, 0, 1, 0, 38.78, 46.91, 46.78
49, 1568, 000, 0, 0, 0, 39.40, 45.59, 46.15
50, 1600, 000, 37, 9, 19, 37.96, 45.14, 44.40
51, 1632, 000, 37, 6, 27, 38.35, 45.37, 43.21
52, 1664, 000, 37, 7, 29, 38.59, 46.50, 44.39
53, 1696, 000, 37, 15, 18, 38.81, 41.72, 40.59
54, 1728, 000, 37, 7, 6, 38.80, 46.47, 45.75
55, 1760, 000, 0, 25, 0, 33.89, 45.39, 43.35
56, 1792, 000, 0, 19, 0, 35.60, 45.46, 45.02
57, 1824, 000, 37, 16, 26, 36.26, 43.68, 43.71
58, 1856, 000, 37, 6, 21, 35.27, 43.12, 44.01
59, 1888, 000, 0, 2, 0, 33.38, 43.97, 43.33
60, 000, 032, 0, 7, 0, 34.65, 38.57, 39.99
61, 032, 032, 37, 24, 5, 37.91, 43.05, 41.44
62, 064, 032, 37, 13, 41, 34.28, 38.88, 37.44
63, 096, 032, 37, 8, 31, 32.50, 38.43, 35.05
64, 128, 032, 37, 12, 61, 31.57, 40.00, 39.73
65, 160, 032, 0, 26, 0, 33.32, 41.94, 46.27
66, 192, 032, 0, 5, 0, 33.84, 43.53, 45.03
67, 224, 032, 37, 15, 89, 35.18, 39.55, 42.05
68, 256, 032, 0, 2, 0, 33.45, 43.10, 41.55
69, 288, 032, 0, 1, 0, 33.52, 45.48, 43.03
70, 320, 032, 0, 1, 0, 34.90, 42.46, 42.79
71, 352, 032, 0, 1, 0, 35.51, 47.03, 47.05
72, 384, 032, 0, 1, 0, 35.00, 44.63, 46.64
73, 416, 032, 0, 0, 0, 33.30, 43.97, 45.45
74, 448, 032, 37, 10, 29, 35.15, 42.40, 44.65
