CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 23, 12, 39.69, 42.73, 44.21
1, 032, 000, 37, 9, 11, 39.55, 48.25, 48.89
2, 064, 000, 37, 8, 48, 39.67, 46.27, 45.64
3, 096, 000, 37, 8, 35, 40.26, 46.44, 44.50
4, 128, 000, 37, 7, 29, 39.42, 45.39, 46.23
5, 160, 000, 37, 6, 20, 40.23, 44.48, 47.01
6, 192, 000, 37, 5, 16, 38.90, 45.53, 48.18
7, 224, 000, 37, 5, 9, 39.89, 49.22, 47.36
8, 256, 000, 37, 5, 9, 40.59, 48.01, 45.92
9, 288, 000, 0, 3, 0, 39.43, 47.19, 44.75
10, 320, 000, 37, 18, 0, 40.60, 46.66, 44.20
11, 352, 000, 0, 3, 0, 38.46, 47.30, 45.50
12, 384, 000, 0, 2, 0, 39.04, 44.95, 46.30
13, 416, 000, 0, 1, 0, 38.82, 46.32, 43.84
14, 448, 000, 37, 6, 20, 40.34, 47.24, 46.19
15, 480, 000, 37, 4, 24, 40.98, 47.41, 49.29
16, 512, 000, 0, 2, 0, 40.01, 48.65, 45.58
17, 544, 000, 37, 6, 9, 41.35, 48.38, 44.98
18, 576, 000, 0, 2, 0, 40.23, 47.80, 48.27
19, 608, 000, 0, 1, 0, 40.14, 49.07, 48.38
20, 640, 000, 37, 5, 15, 39.99, 48.23, 48.81
21, 672, 000, 37, 5, 14, 40.56, 48.50, 49.40
22, 704, 000, 37, 19, 0, 38.48, 43.94, 46.45
23, 736, 000, 0, 2, 0, 40.19, 46.86, 47.77
24, 768, 000, 0, 1, 0, 40.73, 46.74, 47.93
25, 800, 000, 0, 2, 0, 41.42, 47.31, 48.79
26, 832, 000, 0, 1, 0, 40.00, 46.34, 46.96
27, 864, 000, 0, 0, 0, 40.19, 46.26, 48.13
28, 896, 000, 37, 12, 17, 39.66, 43.61, 41.29
29, 928, 000, 0, 2, 0, 37.24, 48.91, 47.18
30, 960, 000, 0, 1, 0, 38.54, 48.69, 49.86
31, 992, 000, 0, 1, 0, 37.49, 44.67, 44.11
32, 1024, 000, 0, 1, 0, 40.16, 48.73, 49.18
33, 1056, 000, 0, 1, 0, 38.40, 47.93, 47.47
34, 1088, 000, 0, 1, 0, 39.70, 49.29, 48.91
35, 1120, 000, 0, 0, 0, 40.54, 48.25, 47.51
36, 1152, 000, 0, 1, 0, 40.24, 46.48, 46.85
37, 1184, 000, 37, 20, 1, 39.27, 43.27, 42.48
38, 1216, 000, 0, 1, 0, 39.54, 47.50, 47.31
39, 1248, 000, 0, 1, 0, 39.05, 48.15, 48.36
40, 1280, 000, 0, 1, 0, 38.87, 48.30, 46.63
