CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 0, 21, 0, 36.78, 40.88, 42.68
1, 032, 000, 37, 13, 48, 38.52, 46.46, 47.59
2, 064, 000, 37, 32, 7, 37.99, 45.70, 46.77
3, 096, 000, 0, 4, 0, 37.35, 45.10, 44.14
4, 128, 000, 37, 12, 0, 38.76, 44.69, 41.22
5, 160, 000, 37, 19, 10, 38.02, 44.13, 43.80
6, 192, 000, 0, 3, 0, 37.91, 43.16, 41.09
7, 224, 000, 0, 2, 0, 39.51, 45.89, 43.52
8, 256, 000, 37, 5, 12, 37.86, 45.33, 46.66
9, 288, 000, 0, 3, 0, 35.86, 46.25, 43.01
10, 320, 000, 0, 1, 0, 32.41, 44.46, 44.60
11, 352, 000, 37, 9, 91, 37.30, 44.25, 43.86
12, 384, 000, 37, 23, 99, 37.40, 44.85, 43.79
13, 416, 000, 37, 7, 17, 38.52, 46.70, 44.91
14, 448, 000, 37, 7, 12, 38.71, 46.60, 43.99
15, 480, 000, 37, 7, 49, 38.29, 44.75, 45.49
16, 512, 000, 37, 6, 30, 39.60, 45.99, 45.75
17, 544, 000, 37, 5, 18, 40.10, 44.97, 46.78
18, 576, 000, 0, 2, 0, 36.18, 46.39, 46.67
19, 608, 000, 0, 2, 0, 36.98, 46.21, 48.13
20, 640, 000, 37, 5, 13, 39.89, 45.91, 47.92
21, 672, 000, 0, 2, 0, 37.04, 46.72, 47.49
22, 704, 000, 0, 2, 0, 36.11, 44.37, 45.22
23, 736, 000, 0, 1, 0, 37.77, 48.10, 47.54
24, 768, 000, 37, 6, 40, 38.89, 45.69, 46.89
25, 800, 000, 37, 5, 18, 39.93, 46.90, 45.24
26, 832, 000, 37, 5, 19, 40.45, 46.46, 44.62
27, 864, 000, 0, 2, 0, 39.56, 47.77, 47.01
28, 896, 000, 0, 7, 0, 38.93, 46.95, 46.92
29, 928, 000, 0, 1, 0, 40.18, 46.40, 47.51
30, 960, 000, 0, 1, 0, 40.37, 47.37, 46.98
31, 992, 000, 0, 1, 0, 39.50, 46.75, 44.02
32, 1024, 000, 0, 1, 0, 37.02, 47.19, 42.71
33, 1056, 000, 37, 20, 0, 38.54, 43.24, 45.49
34, 1088, 000, 0, 2, 0, 40.73, 46.05, 46.43
35, 1120, 000, 0, 1, 0, 40.34, 46.65, 45.44
36, 1152, 000, 0, 1, 0, 39.96, 46.84, 47.29
37, 1184, 000, 0, 1, 0, 40.24, 47.57, 47.36
38, 1216, 000, 0, 0, 0, 40.33, 47.70, 47.31
39, 1248, 000, 0, 1, 0, 37.76, 41.55, 40.31
40, 1280, 000, 37, 11, 20, 37.72, 46.91, 49.88
41, 1312, 000, 0, 1, 0, 35.18, 48.11, 49.99
42, 1344, 000, 37, 6, 55, 39.12, 41.60, 46.72
43, 1376, 000, 0, 2, 0, 39.81, 48.13, 48.45
44, 1408, 000, 37, 5, 12, 39.90, 47.82, 48.89
45, 1440, 000, 37, 4, 8, 40.23, 47.04, 47.47
46, 1472, 000, 37, 4, 11, 40.36, 47.73, 47.22
47, 1504, 000, 37, 4, 9, 40.76, 45.75, 47.88
48, 1536, 000, 37, 18, 0, 39.78, 44.72, 44.79
49, 1568, 000, 0, 2, 0, 37.99, 42.31, 41.85
50, 1600, 000, 0, 1, 0, 38.31, 45.11, 45.13
51, 1632, 000, 0, 1, 0, 38.91, 45.74, 45.35
52, 1664, 000, 0, 0, 0, 38.53, 43.60, 44.65
53, 1696, 000, 37, 5, 11, 38.04, 45.60, 46.32
54, 1728, 000, 0, 2, 0, 37.64, 44.85, 45.43
55, 1760, 000, 37, 3, 15, 39.01, 47.13, 45.87
56, 1792, 000, 37, 18, 19, 37.97, 42.81, 41.76
57, 1824, 000, 37, 4, 44, 38.55, 46.38, 48.38
58, 1856, 000, 37, 4, 18, 39.34, 47.19, 50.45
59, 1888, 000, 37, 23, 16, 36.98, 45.40, 49.76
60, 000, 032, 37, 10, 57, 36.13, 41.45, 41.87
61, 032, 032, 37, 4, 22, 37.09, 45.21, 48.23
62, 064, 032, 37, 3, 22, 37.51, 45.04, 46.45
63, 096, 032, 37, 4, 13, 37.81, 44.18, 47.79
64, 128, 032, 37, 19, 10, 38.74, 43.13, 40.18
65, 160, 032, 0, 10, 0, 36.11, 41.19, 37.14
66, 192, 032, 0, 5, 0, 38.27, 45.96, 48.52
67, 224, 032, 0, 0, 0, 39.42, 46.65, 45.04
68, 256, 032, 0, 1, 0, 40.31, 44.45, 44.59
69, 288, 032, 0, 1, 0, 39.32, 45.66, 45.66
70, 320, 032, 0, 1, 0, 38.30, 47.20, 45.84
71, 352, 032, 0, 1, 0, 38.95, 45.45, 46.10
72, 384, 032, 0, 1, 0, 39.07, 44.95, 47.00
73, 416, 032, 0, 1, 0, 38.80, 47.82, 45.35
74, 448, 032, 0, 1, 0, 39.84, 45.96, 45.41
75, 480, 032, 37, 10, 1, 39.41, 45.20, 44.45
76, 512, 032, 0, 1, 0, 39.89, 44.91, 44.24
77, 544, 032, 37, 10, 0, 39.72, 44.27, 45.11
78, 576, 032, 0, 2, 0, 38.53, 44.51, 47.76
79, 608, 032, 0, 0, 0, 38.34, 42.87, 46.71
80, 640, 032, 0, 1, 0, 39.03, 47.40, 47.16
81, 672, 032, 0, 0, 0, 38.55, 46.46, 46.96
82, 704, 032, 0, 1, 0, 38.91, 46.14, 45.70
83, 736, 032, 0, 0, 0, 39.55, 43.69, 46.12
84, 768, 032, 0, 1, 0, 38.98, 46.03, 43.68
85, 800, 032, 0, 1, 0, 39.68, 46.61, 46.89
86, 832, 032, 0, 1, 0, 40.13, 46.39, 46.87
87, 864, 032, 0, 0, 0, 40.73, 46.52, 48.18
88, 896, 032, 0, 0, 0, 41.00, 46.90, 46.54
89, 928, 032, 0, 0, 0, 40.45, 47.18, 44.35
90, 960, 032, 0, 1, 0, 41.32, 46.91, 45.84
91, 992, 032, 0, 0, 0, 41.04, 46.89, 45.15
92, 1024, 032, 0, 0, 0, 40.38, 47.00, 48.00
93, 1056, 032, 0, 7, 0, 39.14, 43.41, 42.05
94, 1088, 032, 0, 0, 0, 41.52, 45.26, 48.50
95, 1120, 032, 0, 0, 0, 39.64, 46.42, 46.15
96, 1152, 032, 0, 0, 0, 39.24, 46.31, 48.85
97, 1184, 032, 0, 1, 0, 39.54, 46.94, 47.73
98, 1216, 032, 0, 0, 0, 40.06, 46.77, 45.64
99, 1248, 032, 0, 5, 0, 37.37, 42.64, 43.59
100, 1280, 032, 0, 1, 0, 35.67, 48.01, 46.13
101, 1312, 032, 0, 0, 0, 34.51, 49.14, 50.01
102, 1344, 032, 0, 1, 0, 36.40, 40.23, 46.32
103, 1376, 032, 0, 0, 0, 38.64, 48.54, 46.77
104, 1408, 032, 0, 1, 0, 38.26, 48.45, 46.85
105, 1440, 032, 0, 1, 0, 38.50, 47.65, 46.99
106, 1472, 032, 0, 5, 0, 37.19, 47.29, 45.54
107, 1504, 032, 0, 4, 0, 38.87, 45.97, 44.51
108, 1536, 032, 0, 1, 0, 37.52, 45.59, 44.16
109, 1568, 032, 0, 0, 0, 37.14, 44.87, 44.72
110, 1600, 032, 0, 1, 0, 37.39, 44.88, 42.86
111, 1632, 032, 0, 0, 0, 38.25, 44.93, 43.02
112, 1664, 032, 0, 0, 0, 36.31, 42.27, 45.46
113, 1696, 032, 0, 1, 0, 35.92, 43.71, 45.72
114, 1728, 032, 37, 7, 49, 36.58, 45.58, 45.35
115, 1760, 032, 37, 3, 31, 35.74, 45.68, 44.47
116, 1792, 032, 37, 4, 27, 38.04, 42.85, 46.30
117, 1824, 032, 37, 2, 25, 38.65, 47.82, 47.08
118, 1856, 032, 37, 4, 18, 39.08, 48.38, 48.47
119, 1888, 032, 37, 5, 9, 39.03, 46.13, 49.25
120, 000, 064, 37, 17, 156, 35.48, 41.36, 38.17
121, 032, 064, 37, 18, 62, 35.56, 41.70, 40.47
122, 064, 064, 37, 25, 14, 34.33, 44.05, 42.75
123, 096, 064, 37, 12, 7, 36.43, 44.00, 45.28
124, 128, 064, 0, 2, 0, 37.12, 43.94, 43.59
125, 160, 064, 0, 1, 0, 37.99, 46.87, 45.79
126, 192, 064, 0, 0, 0, 37.21, 46.18, 48.73
127, 224, 064, 0, 5, 0, 39.08, 42.81, 45.10
128, 256, 064, 0, 0, 0, 38.27, 45.76, 44.18
129, 288, 064, 0, 1, 0, 40.34, 45.14, 48.13
130, 320, 064, 0, 0, 0, 39.52, 45.42, 46.65
131, 352, 064, 0, 0, 0, 38.36, 44.88, 46.12
132, 384, 064, 0, 1, 0, 38.36, 44.34, 46.82
133, 416, 064, 0, 0, 0, 38.72, 46.57, 45.93
134, 448, 064, 0, 0, 0, 39.74, 46.15, 45.18
135, 480, 064, 0, 5, 0, 39.23, 46.76, 44.57
136, 512, 064, 0, 1, 0, 36.55, 45.68, 44.79
137, 544, 064, 0, 4, 0, 39.13, 45.09, 45.39
138, 576, 064, 0, 1, 0, 37.71, 45.85, 46.76
139, 608, 064, 0, 0, 0, 39.16, 43.98, 45.24
140, 640, 064, 0, 0, 0, 38.81, 47.63, 46.82
