CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 12, 47, 37.14, 47.77, 44.25
1, 032, 000, 37, 9, 7, 38.35, 47.30, 46.13
2, 064, 000, 37, 8, 44, 38.56, 47.08, 48.73
3, 096, 000, 37, 19, 18, 37.71, 44.39, 45.65
4, 128, 000, 37, 10, 7, 38.37, 45.34, 43.01
5, 160, 000, 37, 9, 7, 38.69, 44.96, 41.90
6, 192, 000, 37, 4, 14, 37.70, 42.27, 39.30
7, 224, 000, 0, 3, 0, 37.92, 44.59, 43.00
8, 256, 000, 0, 2, 0, 37.27, 45.21, 46.99
9, 288, 000, 0, 2, 0, 36.47, 47.09, 43.86
10, 320, 000, 37, 6, 46, 34.28, 45.33, 44.12
11, 352, 000, 0, 22, 0, 31.51, 46.43, 46.61
12, 384, 000, 37, 23, 1, 37.99, 48.16, 45.68
13, 416, 000, 0, 5, 0, 38.23, 46.98, 46.11
14, 448, 000, 37, 14, 0, 40.29, 45.14, 44.36
15, 480, 000, 37, 10, 35, 38.73, 45.15, 43.65
16, 512, 000, 37, 9, 0, 39.78, 45.18, 45.34
17, 544, 000, 0, 3, 0, 40.16, 44.72, 46.60
18, 576, 000, 0, 1, 0, 38.61, 45.28, 47.36
19, 608, 000, 37, 26, 0, 39.07, 45.61, 46.63
20, 640, 000, 37, 7, 11, 40.36, 47.11, 48.25
21, 672, 000, 37, 6, 10, 39.91, 46.91, 46.80
22, 704, 000, 37, 7, 22, 40.87, 47.18, 46.66
23, 736, 000, 37, 6, 14, 40.27, 45.48, 46.06
24, 768, 000, 37, 24, 0, 39.32, 45.98, 45.88
25, 800, 000, 37, 9, 0, 39.99, 47.87, 44.94
26, 832, 000, 0, 3, 0, 38.89, 45.64, 44.10
27, 864, 000, 0, 1, 0, 40.36, 48.08, 47.00
28, 896, 000, 0, 1, 0, 39.22, 47.11, 48.73
29, 928, 000, 0, 6, 0, 40.04, 46.34, 47.01
30, 960, 000, 0, 1, 0, 38.59, 47.84, 47.53
31, 992, 000, 0, 0, 0, 40.17, 47.33, 46.65
32, 1024, 000, 0, 1, 0, 39.49, 46.38, 41.62
33, 1056, 000, 37, 18, 1, 39.21, 45.71, 44.22
34, 1088, 000, 0, 2, 0, 38.68, 42.96, 44.31
35, 1120, 000, 0, 1, 0, 40.19, 46.98, 45.98
36, 1152, 000, 0, 0, 0, 40.18, 46.75, 46.24
37, 1184, 000, 0, 1, 0, 39.41, 47.18, 47.53
38, 1216, 000, 0, 1, 0, 39.97, 47.73, 47.57
39, 1248, 000, 0, 0, 0, 38.50, 41.93, 41.69
40, 1280, 000, 0, 1, 0, 37.91, 44.19, 43.65
41, 1312, 000, 0, 1, 0, 36.19, 48.10, 50.91
42, 1344, 000, 0, 0, 0, 36.10, 46.35, 46.94
43, 1376, 000, 0, 1, 0, 39.82, 41.56, 48.50
44, 1408, 000, 0, 0, 0, 39.06, 49.27, 48.43
