CTU, POS-X, POS-Y, QP, H_Bit, D_Bits, PSNR-Y, PSNR-U, PSNR-V
0, 000, 000, 37, 46, 91, 34.73, 43.12, 42.69
1, 032, 000, 37, 9, 58, 37.58, 47.56, 45.24
2, 064, 000, 37, 8, 11, 40.00, 48.03, 47.36
3, 096, 000, 37, 7, 26, 39.09, 45.91, 49.88
4, 128, 000, 37, 32, 1, 36.64, 42.80, 44.90
5, 160, 000, 37, 19, 1, 36.99, 45.67, 44.02
6, 192, 000, 0, 3, 0, 38.32, 43.68, 41.59
7, 224, 000, 37, 7, 62, 37.29, 43.75, 43.26
8, 256, 000, 37, 5, 44, 38.61, 44.57, 43.67
9, 288, 000, 37, 4, 19, 39.84, 48.01, 46.71
10, 320, 000, 37, 5, 22, 38.55, 47.15, 47.09
11, 352, 000, 37, 5, 17, 39.73, 46.82, 47.76
12, 384, 000, 37, 5, 20, 40.37, 47.08, 47.46
13, 416, 000, 37, 3, 14, 39.83, 46.65, 47.56
14, 448, 000, 37, 4, 19, 39.68, 46.96, 46.81
15, 480, 000, 37, 3, 13, 39.86, 46.13, 47.36
16, 512, 000, 37, 4, 58, 39.01, 44.34, 46.36
17, 544, 000, 37, 4, 24, 38.82, 46.01, 45.42
18, 576, 000, 37, 18, 0, 38.93, 44.45, 45.75
19, 608, 000, 0, 4, 0, 38.97, 44.78, 45.67
20, 640, 000, 0, 1, 0, 38.09, 45.21, 46.37
21, 672, 000, 0, 1, 0, 40.05, 46.40, 48.23
22, 704, 000, 0, 1, 0, 40.19, 47.16, 47.62
23, 736, 000, 0, 1, 0, 40.42, 47.77, 47.38
24, 768, 000, 0, 1, 0, 39.95, 44.59, 44.65
25, 800, 000, 0, 1, 0, 38.55, 46.35, 46.30
26, 832, 000, 0, 1, 0, 39.20, 46.54, 45.69
27, 864, 000, 0, 0, 0, 38.41, 45.44, 43.62
28, 896, 000, 0, 1, 0, 40.05, 47.01, 46.15
29, 928, 000, 0, 5, 0, 40.30, 46.40, 47.80
30, 960, 000, 0, 1, 0, 38.46, 46.45, 45.92
31, 992, 000, 0, 1, 0, 40.10, 47.50, 46.53
32, 1024, 000, 0, 1, 0, 40.46, 48.20, 46.64
33, 1056, 000, 37, 5, 9, 39.53, 46.26, 44.16
34, 1088, 000, 37, 2, 12, 40.01, 46.61, 47.08
35, 1120, 000, 37, 17, 0, 38.26, 42.16, 44.13
36, 1152, 000, 0, 3, 0, 39.78, 46.75, 45.83
37, 1184, 000, 0, 1, 0, 40.02, 46.59, 45.78
38, 1216, 000, 0, 1, 0, 39.37, 47.12, 47.46
39, 1248, 000, 0, 0, 0, 39.42, 47.08, 46.94
40, 1280, 000, 37, 14, 15, 39.23, 40.71, 45.91
41, 1312, 000, 0, 3, 0, 36.27, 42.93, 41.91
42, 1344, 000, 37, 13, 14, 37.58, 47.92, 50.34
43, 1376, 000, 0, 2, 0, 33.65, 47.65, 46.70
44, 1408, 000, 0, 1, 0, 38.74, 40.62, 46.96
45, 1440, 000, 0, 1, 0, 38.93, 48.27, 48.83
46, 1472, 000, 0, 0, 0, 39.00, 47.62, 47.62
47, 1504, 000, 0, 1, 0, 39.86, 45.73, 46.64
48, 1536, 000, 0, 0, 0, 40.04, 46.01, 46.60
49, 1568, 000, 0, 1, 0, 38.99, 44.51, 45.46
50, 1600, 000, 37, 15, 10, 39.29, 43.57, 39.70
51, 1632, 000, 37, 4, 36, 38.35, 44.78, 46.45
52, 1664, 000, 37, 4, 17, 38.89, 45.58, 44.06
53, 1696, 000, 0, 2, 0, 35.63, 43.31, 43.13
54, 1728, 000, 37, 5, 19, 36.86, 45.10, 44.64
55, 1760, 000, 37, 2, 16, 35.79, 46.77, 44.56
56, 1792, 000, 37, 3, 58, 36.40, 46.37, 43.81
57, 1824, 000, 37, 3, 40, 36.21, 46.85, 45.30
58, 1856, 000, 37, 17, 0, 36.78, 42.40, 46.95
59, 1888, 000, 37, 11, 7, 37.31, 46.37, 46.81
60, 000, 032, 37, 94, 112, 33.38, 40.65, 36.79
61, 032, 032, 37, 30, 19, 34.32, 40.59, 41.73
62, 064, 032, 37, 3, 31, 37.24, 44.16, 43.79
63, 096, 032, 37, 4, 29, 38.64, 47.51, 47.92
64, 128, 032, 37, 2, 30, 37.05, 47.05, 44.25
65, 160, 032, 37, 3, 5, 38.12, 45.08, 46.02
66, 192, 032, 37, 5, 46, 37.85, 44.41, 41.58
67, 224, 032, 37, 2, 33, 38.30, 42.34, 43.69
68, 256, 032, 37, 4, 4, 39.46, 47.68, 45.04
69, 288, 032, 37, 3, 5, 37.12, 46.67, 47.98
70, 320, 032, 37, 2, 39, 36.34, 46.13, 46.86
71, 352, 032, 37, 4, 102, 35.96, 44.25, 45.01
72, 384, 032, 37, 2, 121, 36.48, 43.33, 44.18
73, 416, 032, 37, 20, 71, 36.16, 43.20, 43.93
74, 448, 032, 37, 9, 102, 35.73, 44.44, 43.47
75, 480, 032, 37, 3, 12, 39.74, 44.05, 43.74
76, 512, 032, 37, 3, 26, 39.21, 44.51, 45.66
77, 544, 032, 0, 4, 0, 38.49, 47.15, 45.83
78, 576, 032, 0, 1, 0, 38.98, 43.42, 43.77
79, 608, 032, 0, 0, 0, 38.89, 43.41, 45.22
80, 640, 032, 0, 1, 0, 38.06, 43.16, 47.40
81, 672, 032, 0, 0, 0, 39.12, 46.84, 47.07
82, 704, 032, 0, 1, 0, 40.27, 49.01, 47.41
83, 736, 032, 0, 0, 0, 39.53, 48.97, 48.79
84, 768, 032, 0, 0, 0, 38.01, 45.05, 45.05
85, 800, 032, 0, 1, 0, 38.42, 44.43, 43.26
86, 832, 032, 0, 0, 0, 37.89, 46.92, 44.91
87, 864, 032, 0, 0, 0, 39.08, 45.26, 44.87
88, 896, 032, 0, 1, 0, 40.78, 47.41, 48.23
89, 928, 032, 0, 0, 0, 40.14, 46.70, 45.88
90, 960, 032, 0, 0, 0, 40.73, 46.23, 48.50
91, 992, 032, 0, 0, 0, 40.17, 46.18, 45.10
92, 1024, 032, 0, 1, 0, 40.64, 47.36, 47.12
93, 1056, 032, 0, 0, 0, 40.41, 46.63, 44.01
94, 1088, 032, 0, 1, 0, 39.64, 45.84, 47.16
95, 1120, 032, 0, 1, 0, 37.89, 42.65, 41.59
96, 1152, 032, 0, 0, 0, 40.23, 46.21, 48.27
97, 1184, 032, 0, 0, 0, 38.83, 46.65, 45.95
98, 1216, 032, 0, 0, 0, 38.65, 47.23, 48.05
99, 1248, 032, 0, 1, 0, 39.58, 46.64, 45.78
100, 1280, 032, 0, 7, 0, 37.30, 43.20, 43.29
101, 1312, 032, 0, 5, 0, 36.55, 44.56, 44.37
102, 1344, 032, 0, 1, 0, 34.80, 49.01, 46.72
103, 1376, 032, 0, 0, 0, 34.63, 48.32, 45.34
104, 1408, 032, 0, 0, 0, 38.35, 43.41, 46.13
105, 1440, 032, 0, 1, 0, 38.10, 48.20, 47.43
106, 1472, 032, 0, 0, 0, 37.26, 47.62, 46.48
107, 1504, 032, 0, 0, 0, 36.74, 46.14, 44.65
108, 1536, 032, 0, 0, 0, 37.40, 45.88, 44.42
109, 1568, 032, 0, 5, 0, 37.55, 43.79, 42.87
110, 1600, 032, 37, 4, 32, 38.69, 46.06, 43.71
111, 1632, 032, 37, 1, 14, 38.61, 44.36, 45.66
112, 1664, 032, 37, 2, 34, 38.84, 45.77, 44.87
113, 1696, 032, 37, 3, 22, 37.77, 46.80, 44.75
114, 1728, 032, 37, 3, 23, 38.90, 44.31, 44.69
115, 1760, 032, 37, 2, 12, 38.35, 44.43, 47.18
116, 1792, 032, 37, 2, 11, 38.58, 44.94, 45.59
117, 1824, 032, 37, 2, 10, 39.27, 49.25, 46.64
118, 1856, 032, 0, 26, 0, 37.50, 41.99, 47.36
119, 1888, 032, 37, 5, 9, 37.57, 47.26, 45.60
120, 000, 064, 37, 26, 9, 39.10, 44.44, 42.44
121, 032, 064, 37, 9, 62, 34.35, 42.58, 37.81
122, 064, 064, 37, 2, 69, 35.67, 41.88, 40.41
123, 096, 064, 37, 23, 22, 34.96, 42.57, 41.49
124, 128, 064, 37, 14, 21, 35.03, 43.31, 44.46
125, 160, 064, 0, 4, 0, 35.64, 43.88, 43.00
126, 192, 064, 0, 1, 0, 37.27, 43.65, 42.05
127, 224, 064, 0, 1, 0, 39.31, 45.32, 47.15
128, 256, 064, 37, 5, 20, 39.64, 47.46, 44.21
129, 288, 064, 37, 2, 5, 40.24, 46.61, 47.80
130, 320, 064, 37, 2, 4, 39.45, 46.52, 47.88
131, 352, 064, 37, 3, 12, 39.39, 45.61, 48.54
132, 384, 064, 37, 2, 22, 40.03, 44.56, 47.66
133, 416, 064, 37, 3, 15, 39.67, 45.59, 48.00
134, 448, 064, 37, 2, 21, 38.77, 46.10, 45.46
135, 480, 064, 37, 3, 15, 39.12, 45.50, 43.30
136, 512, 064, 37, 3, 29, 38.36, 45.19, 45.10
137, 544, 064, 0, 1, 0, 38.61, 45.36, 45.04
138, 576, 064, 0, 1, 0, 37.00, 44.43, 43.88
139, 608, 064, 0, 0, 0, 38.00, 44.97, 44.68
140, 640, 064, 37, 8, 18, 38.10, 48.23, 47.36
141, 672, 064, 37, 13, 1, 39.73, 46.07, 44.53
142, 704, 064, 0, 1, 0, 39.12, 49.22, 46.17
143, 736, 064, 37, 5, 8, 39.29, 49.49, 48.54
